-6.94000000e+00 -6.59754844e-01 -6.94000000e+00  3.29877422e-06 
-6.92000000e+00 -6.60993167e-01 -6.92000000e+00  3.30496584e-06 
-6.90000000e+00 -6.62231511e-01 -6.90000000e+00  3.31115755e-06 
-6.88000000e+00 -6.63469875e-01 -6.88000000e+00  3.31734938e-06 
-6.86000000e+00 -6.64708262e-01 -6.86000000e+00  3.32354131e-06 
-6.84000000e+00 -6.65946672e-01 -6.84000000e+00  3.32973336e-06 
-6.82000000e+00 -6.67185106e-01 -6.82000000e+00  3.33592553e-06 
-6.80000000e+00 -6.68423565e-01 -6.80000000e+00  3.34211783e-06 
-6.78000000e+00 -6.69662051e-01 -6.78000000e+00  3.34831025e-06 
-6.76000000e+00 -6.70900564e-01 -6.76000000e+00  3.35450282e-06 
-6.74000000e+00 -6.72139107e-01 -6.74000000e+00  3.36069553e-06 
-6.72000000e+00 -6.73377680e-01 -6.72000000e+00  3.36688840e-06 
-6.70000000e+00 -6.74616285e-01 -6.70000000e+00  3.37308142e-06 
-6.68000000e+00 -6.75854923e-01 -6.68000000e+00  3.37927461e-06 
-6.66000000e+00 -6.77093596e-01 -6.66000000e+00  3.38546798e-06 
-6.64000000e+00 -6.78332306e-01 -6.64000000e+00  3.39166153e-06 
-6.62000000e+00 -6.79571053e-01 -6.62000000e+00  3.39785527e-06 
-6.60000000e+00 -6.80809841e-01 -6.60000000e+00  3.40404921e-06 
-6.58000000e+00 -6.82048671e-01 -6.58000000e+00  3.41024336e-06 
-6.56000000e+00 -6.83287545e-01 -6.56000000e+00  3.41643773e-06 
-6.54000000e+00 -6.84526465e-01 -6.54000000e+00  3.42263232e-06 
-6.52000000e+00 -6.85765433e-01 -6.52000000e+00  3.42882716e-06 
-6.50000000e+00 -6.87004451e-01 -6.50000000e+00  3.43502226e-06 
-6.48000000e+00 -6.88243522e-01 -6.48000000e+00  3.44121761e-06 
-6.46000000e+00 -6.89482648e-01 -6.46000000e+00  3.44741324e-06 
-6.44000000e+00 -6.90721833e-01 -6.44000000e+00  3.45360916e-06 
-6.42000000e+00 -6.91961077e-01 -6.42000000e+00  3.45980539e-06 
-6.40000000e+00 -6.93200386e-01 -6.40000000e+00  3.46600193e-06 
-6.38000000e+00 -6.94439760e-01 -6.38000000e+00  3.47219880e-06 
-6.36000000e+00 -6.95679204e-01 -6.36000000e+00  3.47839602e-06 
-6.34000000e+00 -6.96918721e-01 -6.34000000e+00  3.48459361e-06 
-6.32000000e+00 -6.98158314e-01 -6.32000000e+00  3.49079157e-06 
-6.30000000e+00 -6.99397987e-01 -6.30000000e+00  3.49698994e-06 
-6.28000000e+00 -7.00637744e-01 -6.28000000e+00  3.50318872e-06 
-6.26000000e+00 -7.01877588e-01 -6.26000000e+00  3.50938794e-06 
-6.24000000e+00 -7.03117523e-01 -6.24000000e+00  3.51558762e-06 
-6.22000000e+00 -7.04357554e-01 -6.22000000e+00  3.52178777e-06 
-6.20000000e+00 -7.05597686e-01 -6.20000000e+00  3.52798843e-06 
-6.18000000e+00 -7.06837923e-01 -6.18000000e+00  3.53418962e-06 
-6.16000000e+00 -7.08078270e-01 -6.16000000e+00  3.54039135e-06 
-6.14000000e+00 -7.09318733e-01 -6.14000000e+00  3.54659366e-06 
-6.12000000e+00 -7.10559316e-01 -6.12000000e+00  3.55279658e-06 
-6.10000000e+00 -7.11800025e-01 -6.10000000e+00  3.55900013e-06 
-6.08000000e+00 -7.13040867e-01 -6.08000000e+00  3.56520433e-06 
-6.06000000e+00 -7.14281847e-01 -6.06000000e+00  3.57140924e-06 
-6.04000000e+00 -7.15522972e-01 -6.04000000e+00  3.57761486e-06 
-6.02000000e+00 -7.16764249e-01 -6.02000000e+00  3.58382125e-06 
-6.00000000e+00 -7.18005686e-01 -6.00000000e+00  3.59002843e-06 
-5.98000000e+00 -7.19247288e-01 -5.98000000e+00  3.59623644e-06 
-5.96000000e+00 -7.20489065e-01 -5.96000000e+00  3.60244533e-06 
-5.94000000e+00 -7.21731025e-01 -5.94000000e+00  3.60865512e-06 
-5.92000000e+00 -7.22973176e-01 -5.92000000e+00  3.61486588e-06 
-5.90000000e+00 -7.24215527e-01 -5.90000000e+00  3.62107763e-06 
-5.88000000e+00 -7.25458087e-01 -5.88000000e+00  3.62729043e-06 
-5.86000000e+00 -7.26700867e-01 -5.86000000e+00  3.63350433e-06 
-5.84000000e+00 -7.27943876e-01 -5.84000000e+00  3.63971938e-06 
-5.82000000e+00 -7.29187126e-01 -5.82000000e+00  3.64593563e-06 
-5.80000000e+00 -7.30430628e-01 -5.80000000e+00  3.65215314e-06 
-5.78000000e+00 -7.31674394e-01 -5.78000000e+00  3.65837197e-06 
-5.76000000e+00 -7.32918436e-01 -5.76000000e+00  3.66459218e-06 
-5.74000000e+00 -7.34162767e-01 -5.74000000e+00  3.67081384e-06 
-5.72000000e+00 -7.35407401e-01 -5.72000000e+00  3.67703701e-06 
-5.70000000e+00 -7.36652352e-01 -5.70000000e+00  3.68326176e-06 
-5.68000000e+00 -7.37897635e-01 -5.68000000e+00  3.68948817e-06 
-5.66000000e+00 -7.39143265e-01 -5.66000000e+00  3.69571633e-06 
-5.64000000e+00 -7.40389259e-01 -5.64000000e+00  3.70194630e-06 
-5.62000000e+00 -7.41635635e-01 -5.62000000e+00  3.70817817e-06 
-5.60000000e+00 -7.42882409e-01 -5.60000000e+00  3.71441205e-06 
-5.58000000e+00 -7.44129602e-01 -5.58000000e+00  3.72064801e-06 
-5.56000000e+00 -7.45377231e-01 -5.56000000e+00  3.72688616e-06 
-5.54000000e+00 -7.46625319e-01 -5.54000000e+00  3.73312660e-06 
-5.52000000e+00 -7.47873886e-01 -5.52000000e+00  3.73936943e-06 
-5.50000000e+00 -7.49122956e-01 -5.50000000e+00  3.74561478e-06 
-5.48000000e+00 -7.50372552e-01 -5.48000000e+00  3.75186276e-06 
-5.46000000e+00 -7.51622698e-01 -5.46000000e+00  3.75811349e-06 
-5.44000000e+00 -7.52873421e-01 -5.44000000e+00  3.76436710e-06 
-5.42000000e+00 -7.54124748e-01 -5.42000000e+00  3.77062374e-06 
-5.40000000e+00 -7.55376706e-01 -5.40000000e+00  3.77688353e-06 
-5.38000000e+00 -7.56629327e-01 -5.38000000e+00  3.78314664e-06 
-5.36000000e+00 -7.57882641e-01 -5.36000000e+00  3.78941321e-06 
-5.34000000e+00 -7.59136681e-01 -5.34000000e+00  3.79568340e-06 
-5.32000000e+00 -7.60391481e-01 -5.32000000e+00  3.80195740e-06 
-5.30000000e+00 -7.61647076e-01 -5.30000000e+00  3.80823538e-06 
-5.28000000e+00 -7.62903505e-01 -5.28000000e+00  3.81451753e-06 
-5.26000000e+00 -7.64160807e-01 -5.26000000e+00  3.82080403e-06 
-5.24000000e+00 -7.65419022e-01 -5.24000000e+00  3.82709511e-06 
-5.22000000e+00 -7.66678194e-01 -5.22000000e+00  3.83339097e-06 
-5.20000000e+00 -7.67938367e-01 -5.20000000e+00  3.83969184e-06 
-5.18000000e+00 -7.69199590e-01 -5.18000000e+00  3.84599795e-06 
-5.16000000e+00 -7.70461911e-01 -5.16000000e+00  3.85230956e-06 
-5.14000000e+00 -7.71725382e-01 -5.14000000e+00  3.85862691e-06 
-5.12000000e+00 -7.72990058e-01 -5.12000000e+00  3.86495029e-06 
-5.10000000e+00 -7.74255995e-01 -5.10000000e+00  3.87127997e-06 
-5.08000000e+00 -7.75523252e-01 -5.08000000e+00  3.87761626e-06 
-5.06000000e+00 -7.76791893e-01 -5.06000000e+00  3.88395946e-06 
-5.04000000e+00 -7.78061981e-01 -5.04000000e+00  3.89030991e-06 
-5.02000000e+00 -7.79333586e-01 -5.02000000e+00  3.89666793e-06 
-5.00000000e+00 -7.80606779e-01 -5.00000000e+00  3.90303389e-06 
-4.98000000e+00 -7.81881634e-01 -4.98000000e+00  3.90940817e-06 
-4.96000000e+00 -7.83158230e-01 -4.96000000e+00  3.91579115e-06 
-4.94000000e+00 -7.84436650e-01 -4.94000000e+00  3.92218325e-06 
-4.92000000e+00 -7.85716979e-01 -4.92000000e+00  3.92858489e-06 
-4.90000000e+00 -7.86999307e-01 -4.90000000e+00  3.93499653e-06 
-4.88000000e+00 -7.88283728e-01 -4.88000000e+00  3.94141864e-06 
-4.86000000e+00 -7.89570342e-01 -4.86000000e+00  3.94785171e-06 
-4.84000000e+00 -7.90859251e-01 -4.84000000e+00  3.95429626e-06 
-4.82000000e+00 -7.92150565e-01 -4.82000000e+00  3.96075282e-06 
-4.80000000e+00 -7.93444396e-01 -4.80000000e+00  3.96722198e-06 
-4.78000000e+00 -7.94740863e-01 -4.78000000e+00  3.97370431e-06 
-4.76000000e+00 -7.96040091e-01 -4.76000000e+00  3.98020045e-06 
-4.74000000e+00 -7.97342210e-01 -4.74000000e+00  3.98671105e-06 
-4.72000000e+00 -7.98647356e-01 -4.72000000e+00  3.99323678e-06 
-4.70000000e+00 -7.99955673e-01 -4.70000000e+00  3.99977837e-06 
-4.68000000e+00 -8.01267311e-01 -4.68000000e+00  4.00633655e-06 
-4.66000000e+00 -8.02582425e-01 -4.66000000e+00  4.01291213e-06 
-4.64000000e+00 -8.03901181e-01 -4.64000000e+00  4.01950591e-06 
-4.62000000e+00 -8.05223751e-01 -4.62000000e+00  4.02611875e-06 
-4.60000000e+00 -8.06550314e-01 -4.60000000e+00  4.03275157e-06 
-4.58000000e+00 -8.07881060e-01 -4.58000000e+00  4.03940530e-06 
-4.56000000e+00 -8.09216187e-01 -4.56000000e+00  4.04608093e-06 
-4.54000000e+00 -8.10555901e-01 -4.54000000e+00  4.05277951e-06 
-4.52000000e+00 -8.11900420e-01 -4.52000000e+00  4.05950210e-06 
-4.50000000e+00 -8.13249972e-01 -4.50000000e+00  4.06624986e-06 
-4.48000000e+00 -8.14604794e-01 -4.48000000e+00  4.07302397e-06 
-4.46000000e+00 -8.15965136e-01 -4.46000000e+00  4.07982568e-06 
-4.44000000e+00 -8.17331261e-01 -4.44000000e+00  4.08665630e-06 
-4.42000000e+00 -8.18703442e-01 -4.42000000e+00  4.09351721e-06 
-4.40000000e+00 -8.20081966e-01 -4.40000000e+00  4.10040983e-06 
-4.38000000e+00 -8.21467135e-01 -4.38000000e+00  4.10733567e-06 
-4.36000000e+00 -8.22859263e-01 -4.36000000e+00  4.11429632e-06 
-4.34000000e+00 -8.24258683e-01 -4.34000000e+00  4.12129342e-06 
-4.32000000e+00 -8.25665741e-01 -4.32000000e+00  4.12832870e-06 
-4.30000000e+00 -8.27080799e-01 -4.30000000e+00  4.13540400e-06 
-4.28000000e+00 -8.28504239e-01 -4.28000000e+00  4.14252120e-06 
-4.26000000e+00 -8.29936461e-01 -4.26000000e+00  4.14968231e-06 
-4.24000000e+00 -8.31377884e-01 -4.24000000e+00  4.15688942e-06 
-4.22000000e+00 -8.32828946e-01 -4.22000000e+00  4.16414473e-06 
-4.20000000e+00 -8.34290108e-01 -4.20000000e+00  4.17145054e-06 
-4.18000000e+00 -8.35761854e-01 -4.18000000e+00  4.17880927e-06 
-4.16000000e+00 -8.37244691e-01 -4.16000000e+00  4.18622345e-06 
-4.14000000e+00 -8.38739150e-01 -4.14000000e+00  4.19369575e-06 
-4.12000000e+00 -8.40245790e-01 -4.12000000e+00  4.20122895e-06 
-4.10000000e+00 -8.41765196e-01 -4.10000000e+00  4.20882598e-06 
-4.08000000e+00 -8.43297985e-01 -4.08000000e+00  4.21648992e-06 
-4.06000000e+00 -8.44844801e-01 -4.06000000e+00  4.22422400e-06 
-4.04000000e+00 -8.46406322e-01 -4.04000000e+00  4.23203161e-06 
-4.02000000e+00 -8.47983261e-01 -4.02000000e+00  4.23991630e-06 
-4.00000000e+00 -8.49576366e-01 -4.00000000e+00  4.24788183e-06 
