 6.00000000e-01  6.02643945e-01  6.00000000e-01  2.00741958e+00 
 6.50000000e-01  6.52181228e-01  6.50000000e-01  2.04794557e+00 
 7.00000000e-01  7.01759220e-01  7.00000000e-01  2.08836510e+00 
 7.50000000e-01  7.51342588e-01  7.50000000e-01  2.12875335e+00 
 8.00000000e-01  8.00939719e-01  8.00000000e-01  2.16908188e+00 
 8.50000000e-01  8.50549030e-01  8.50000000e-01  2.20934810e+00 
 9.00000000e-01  9.00169206e-01  9.00000000e-01  2.24954967e+00 
 9.50000000e-01  9.49799213e-01  9.50000000e-01  2.28968425e+00 
 1.00000000e+00  9.99438213e-01  1.00000000e+00  2.32974950e+00 
 1.05000000e+00  1.04908551e+00  1.05000000e+00  2.36974305e+00 
 1.10000000e+00  1.09874054e+00  1.10000000e+00  2.40966247e+00 
 1.15000000e+00  1.14840279e+00  1.15000000e+00  2.44950527e+00 
 1.20000000e+00  1.19807185e+00  1.20000000e+00  2.48926886e+00 
 1.25000000e+00  1.24774735e+00  1.25000000e+00  2.52895054e+00 
 1.30000000e+00  1.29742896e+00  1.30000000e+00  2.56854749e+00 
 1.35000000e+00  1.34711639e+00  1.35000000e+00  2.60805669e+00 
 1.40000000e+00  1.39680937e+00  1.40000000e+00  2.64747498e+00 
 1.45000000e+00  1.44650766e+00  1.45000000e+00  2.68679890e+00 
 1.50000000e+00  1.49621103e+00  1.50000000e+00  2.72602468e+00 
 1.55000000e+00  1.54591928e+00  1.55000000e+00  2.76514811e+00 
 1.60000000e+00  1.59563218e+00  1.60000000e+00  2.80416426e+00 
 1.65000000e+00  1.64534953e+00  1.65000000e+00  2.84306710e+00 
 1.70000000e+00  1.69507107e+00  1.70000000e+00  2.88184851e+00 
 1.75000000e+00  1.74479651e+00  1.75000000e+00  2.92049619e+00 
 1.80000000e+00  1.79452540e+00  1.80000000e+00  2.95898832e+00 
 1.85000000e+00  1.84425686e+00  1.85000000e+00  2.99727894e+00 
 1.90000000e+00  1.89398891e+00  1.90000000e+00  3.03525653e+00 
 1.95000000e+00  1.94371654e+00  1.95000000e+00  3.07264461e+00 
 2.00000000e+00  1.99342939e+00  2.00000000e+00  3.10889727e+00 
