 1.50000000e-06  1.56840766e-08  1.50000000e-06  2.92273278e-08  1.50000000e-06  2.01354325e-06 
 1.47500000e-06  1.71521732e-08  1.47500000e-06  3.06954243e-08  1.47500000e-06  2.01354325e-06 
 1.45000000e-06  1.86933946e-08  1.45000000e-06  3.22366458e-08  1.45000000e-06  2.01354325e-06 
 1.42500000e-06  2.03113402e-08  1.42500000e-06  3.38545914e-08  1.42500000e-06  2.01354325e-06 
 1.40000000e-06  2.20097844e-08  1.40000000e-06  3.55530356e-08  1.40000000e-06  2.01354325e-06 
 1.37500000e-06  2.37926852e-08  1.37500000e-06  3.73359364e-08  1.37500000e-06  2.01354325e-06 
 1.35000000e-06  2.56641933e-08  1.35000000e-06  3.92074444e-08  1.35000000e-06  2.01354325e-06 
 1.32500000e-06  2.76286612e-08  1.32500000e-06  4.11719124e-08  1.32500000e-06  2.01354325e-06 
 1.30000000e-06  2.96906536e-08  1.30000000e-06  4.32339047e-08  1.30000000e-06  2.01354325e-06 
 1.27500000e-06  3.18549571e-08  1.27500000e-06  4.53982083e-08  1.27500000e-06  2.01354325e-06 
 1.25000000e-06  3.41265918e-08  1.25000000e-06  4.76698429e-08  1.25000000e-06  2.01354325e-06 
 1.22500000e-06  3.65108222e-08  1.22500000e-06  5.00540734e-08  1.22500000e-06  2.01354325e-06 
 1.20000000e-06  3.90131698e-08  1.20000000e-06  5.25564209e-08  1.20000000e-06  2.01354325e-06 
 1.17500000e-06  4.16394252e-08  1.17500000e-06  5.51826763e-08  1.17500000e-06  2.01354325e-06 
 1.15000000e-06  4.43956618e-08  1.15000000e-06  5.79389130e-08  1.15000000e-06  2.01354325e-06 
 1.12500000e-06  4.72882501e-08  1.12500000e-06  6.08315012e-08  1.12500000e-06  2.01354325e-06 
 1.10000000e-06  5.03238715e-08  1.10000000e-06  6.38671227e-08  1.10000000e-06  2.01354325e-06 
 1.07500000e-06  5.35095349e-08  1.07500000e-06  6.70527860e-08  1.07500000e-06  2.01354325e-06 
 1.05000000e-06  5.68525922e-08  1.05000000e-06  7.03958433e-08  1.05000000e-06  2.01354325e-06 
 1.02500000e-06  6.03607558e-08  1.02500000e-06  7.39040069e-08  1.02500000e-06  2.01354325e-06 
 1.00000000e-06  6.40421165e-08  1.00000000e-06  7.75853677e-08  1.00000000e-06  2.01354325e-06 
 9.75000000e-07  6.79051629e-08  9.75000000e-07  8.14484140e-08  9.75000000e-07  2.01354325e-06 
 9.50000000e-07  7.19588003e-08  9.50000000e-07  8.55020515e-08  9.50000000e-07  2.01354325e-06 
 9.25000000e-07  7.62123730e-08  9.25000000e-07  8.97556241e-08  9.25000000e-07  2.01354325e-06 
 9.00000000e-07  8.06756851e-08  9.00000000e-07  9.42189363e-08  9.00000000e-07  2.01354325e-06 
 8.75000000e-07  8.53590248e-08  8.75000000e-07  9.89022759e-08  8.75000000e-07  2.01354325e-06 
 8.50000000e-07  9.02731877e-08  8.50000000e-07  1.03816439e-07  8.50000000e-07  2.01354325e-06 
 8.25000000e-07  9.54295034e-08  8.25000000e-07  1.08972755e-07  8.25000000e-07  2.01354325e-06 
 8.00000000e-07  1.00839862e-07  8.00000000e-07  1.14383113e-07  8.00000000e-07  2.01354325e-06 
 7.75000000e-07  1.06516741e-07  7.75000000e-07  1.20059993e-07  7.75000000e-07  2.01354325e-06 
 7.50000000e-07  1.12473240e-07  7.50000000e-07  1.26016491e-07  7.50000000e-07  2.01354325e-06 
 7.25000000e-07  1.18723105e-07  7.25000000e-07  1.32266356e-07  7.25000000e-07  2.01354325e-06 
 7.00000000e-07  1.25280765e-07  7.00000000e-07  1.38824016e-07  7.00000000e-07  2.01354325e-06 
 6.75000000e-07  1.32161369e-07  6.75000000e-07  1.45704620e-07  6.75000000e-07  2.01354325e-06 
 6.50000000e-07  1.39380817e-07  6.50000000e-07  1.52924068e-07  6.50000000e-07  2.01354325e-06 
 6.25000000e-07  1.46955803e-07  6.25000000e-07  1.60499054e-07  6.25000000e-07  2.01354325e-06 
 6.00000000e-07  1.54903850e-07  6.00000000e-07  1.68447101e-07  6.00000000e-07  2.01354325e-06 
 5.75000000e-07  1.63243357e-07  5.75000000e-07  1.76786609e-07  5.75000000e-07  2.01354325e-06 
 5.50000000e-07  1.71993642e-07  5.50000000e-07  1.85536893e-07  5.50000000e-07  2.01354325e-06 
 5.25000000e-07  1.81174986e-07  5.25000000e-07  1.94718237e-07  5.25000000e-07  2.01354325e-06 
 5.00000000e-07  1.90808684e-07  5.00000000e-07  2.04351935e-07  5.00000000e-07  2.01354325e-06 
 4.75000000e-07  2.00917095e-07  4.75000000e-07  2.14460346e-07  4.75000000e-07  2.01354325e-06 
 4.50000000e-07  2.11523698e-07  4.50000000e-07  2.25066950e-07  4.50000000e-07  2.01354325e-06 
 4.25000000e-07  2.22653147e-07  4.25000000e-07  2.36196398e-07  4.25000000e-07  2.01354325e-06 
 4.00000000e-07  2.34331329e-07  4.00000000e-07  2.47874580e-07  4.00000000e-07  2.01354325e-06 
 3.75000000e-07  2.46585428e-07  3.75000000e-07  2.60128679e-07  3.75000000e-07  2.01354325e-06 
 3.50000000e-07  2.59443992e-07  3.50000000e-07  2.72987243e-07  3.50000000e-07  2.01354325e-06 
 3.25000000e-07  2.72936996e-07  3.25000000e-07  2.86480247e-07  3.25000000e-07  2.01354325e-06 
 3.00000000e-07  2.87095921e-07  3.00000000e-07  3.00639172e-07  3.00000000e-07  2.01354325e-06 
 2.75000000e-07  3.01953824e-07  2.75000000e-07  3.15497075e-07  2.75000000e-07  2.01354325e-06 
 2.50000000e-07  3.17545423e-07  2.50000000e-07  3.31088674e-07  2.50000000e-07  2.01354325e-06 
 2.25000000e-07  3.33907172e-07  2.25000000e-07  3.47450423e-07  2.25000000e-07  2.01354325e-06 
 2.00000000e-07  3.51077358e-07  2.00000000e-07  3.64620609e-07  2.00000000e-07  2.01354325e-06 
 1.75000000e-07  3.69096184e-07  1.75000000e-07  3.82639436e-07  1.75000000e-07  2.01354325e-06 
 1.50000000e-07  3.88005873e-07  1.50000000e-07  4.01549124e-07  1.50000000e-07  2.01354325e-06 
