-3.00000000e-06 -1.24100598e-09 
-2.95000000e-06 -1.37094603e-09 
-2.90000000e-06 -1.51455879e-09 
-2.85000000e-06 -1.67328292e-09 
-2.80000000e-06 -1.84870844e-09 
-2.75000000e-06 -2.04259265e-09 
-2.70000000e-06 -2.25687778e-09 
-2.65000000e-06 -2.49371040e-09 
-2.60000000e-06 -2.75546292e-09 
-2.55000000e-06 -3.04475738e-09 
-2.50000000e-06 -3.36449169e-09 
-2.45000000e-06 -3.71786867e-09 
-2.40000000e-06 -4.10842812e-09 
-2.35000000e-06 -4.54008225e-09 
-2.30000000e-06 -5.01715491e-09 
-2.25000000e-06 -5.54442484e-09 
-2.20000000e-06 -6.12717354e-09 
-2.15000000e-06 -6.77123818e-09 
-2.10000000e-06 -7.48307005e-09 
-2.05000000e-06 -8.26979910e-09 
-2.00000000e-06 -9.13930541e-09 
-1.95000000e-06 -1.01002980e-08 
-1.90000000e-06 -1.11624022e-08 
-1.85000000e-06 -1.23362557e-08 
-1.80000000e-06 -1.36336152e-08 
-1.75000000e-06 -1.50674744e-08 
-1.70000000e-06 -1.66521933e-08 
-1.65000000e-06 -1.84036427e-08 
-1.60000000e-06 -2.03393625e-08 
-1.55000000e-06 -2.24787374e-08 
-1.50000000e-06 -2.48431907e-08 
-1.45000000e-06 -2.74563989e-08 
-1.40000000e-06 -3.03445279e-08 
-1.35000000e-06 -3.35364953e-08 
-1.30000000e-06 -3.70642590e-08 
-1.25000000e-06 -4.09631370e-08 
-1.20000000e-06 -4.52721599e-08 
-1.15000000e-06 -5.00344614e-08 
-1.10000000e-06 -5.52977085e-08 
-1.05000000e-06 -6.11145779e-08 
-1.00000000e-06 -6.75432813e-08 
-9.50000000e-07 -7.46481468e-08 
-9.00000000e-07 -8.25002596e-08 
-8.50000000e-07 -9.11781715e-08 
-8.00000000e-07 -1.00768683e-07 
-7.50000000e-07 -1.11367707e-07 
-7.00000000e-07 -1.23081224e-07 
-6.50000000e-07 -1.36026336e-07 
-6.00000000e-07 -1.50332431e-07 
-5.50000000e-07 -1.66142463e-07 
-5.00000000e-07 -1.83614377e-07 
-4.50000000e-07 -2.02922667e-07 
-4.00000000e-07 -2.24260108e-07 
-3.50000000e-07 -2.47839656e-07 
-3.00000000e-07 -2.73896555e-07 
-2.50000000e-07 -3.02690653e-07 
-2.00000000e-07 -3.34508957e-07 
-1.50000000e-07 -3.69668451e-07 
-1.00000000e-07 -4.08519203e-07 
-5.00000000e-08 -4.51447786e-07 
-2.85873620e-21 -4.98881043e-07 
 5.00000000e-08 -5.51290242e-07 
 1.00000000e-07 -6.09195638e-07 
 1.50000000e-07 -6.73171498e-07 
 2.00000000e-07 -7.43851621e-07 
 2.50000000e-07 -8.21935411e-07 
 3.00000000e-07 -9.08194539e-07 
 3.50000000e-07 -1.00348026e-06 
 4.00000000e-07 -1.10873143e-06 
 4.50000000e-07 -1.22498331e-06 
 5.00000000e-07 -1.35337715e-06 
 5.50000000e-07 -1.49517078e-06 
 6.00000000e-07 -1.65175001e-06 
 6.50000000e-07 -1.82464125e-06 
 7.00000000e-07 -2.01552512e-06 
 7.50000000e-07 -2.22625132e-06 
 8.00000000e-07 -2.45885474e-06 
 8.50000000e-07 -2.71557296e-06 
 9.00000000e-07 -2.99886508e-06 
 9.50000000e-07 -3.31143215e-06 
 1.00000000e-06 -3.65623901e-06 
 1.05000000e-06 -4.03653779e-06 
 1.10000000e-06 -4.45589294e-06 
 1.15000000e-06 -4.91820794e-06 
 1.20000000e-06 -5.42775344e-06 
 1.25000000e-06 -5.98919701e-06 
 1.30000000e-06 -6.60763423e-06 
 1.35000000e-06 -7.28862096e-06 
 1.40000000e-06 -8.03820660e-06 
 1.45000000e-06 -8.86296806e-06 
 1.50000000e-06 -9.77004390e-06 
 1.55000000e-06 -1.07671683e-05 
 1.60000000e-06 -1.18627043e-05 
 1.65000000e-06 -1.30656751e-05 
 1.70000000e-06 -1.43857932e-05 
 1.75000000e-06 -1.58334863e-05 
 1.80000000e-06 -1.74199181e-05 
 1.85000000e-06 -1.91570037e-05 
 1.90000000e-06 -2.10574175e-05 
 1.95000000e-06 -2.31345926e-05 
 2.00000000e-06 -2.54027100e-05 
 2.05000000e-06 -2.78766758e-05 
 2.10000000e-06 -3.05720854e-05 
 2.15000000e-06 -3.35051728e-05 
 2.20000000e-06 -3.66927446e-05 
 2.25000000e-06 -4.01520967e-05 
 2.30000000e-06 -4.39009143e-05 
 2.35000000e-06 -4.79571545e-05 
 2.40000000e-06 -5.23389126e-05 
 2.45000000e-06 -5.70642727e-05 
 2.50000000e-06 -6.21511454e-05 
 2.55000000e-06 -6.76170936e-05 
 2.60000000e-06 -7.34791517e-05 
 2.65000000e-06 -7.97536400e-05 
 2.70000000e-06 -8.64559794e-05 
 2.75000000e-06 -9.36005113e-05 
 2.80000000e-06 -1.01200326e-04 
 2.85000000e-06 -1.09267103e-04 
 2.90000000e-06 -1.17810975e-04 
 2.95000000e-06 -1.26840404e-04 
 3.00000000e-06 -1.36362088e-04 
 3.05000000e-06 -1.46380891e-04 
 3.10000000e-06 -1.56899800e-04 
 3.15000000e-06 -1.67919913e-04 
 3.20000000e-06 -1.79440446e-04 
 3.25000000e-06 -1.91458771e-04 
 3.30000000e-06 -2.03970479e-04 
 3.35000000e-06 -2.16969459e-04 
 3.40000000e-06 -2.30447998e-04 
