system               model                testN     trajN  tdiv/T   oob       lam   clip   par
bimolecular          elm_silicon_c18     0.0000    0.0001   1.000  0.00  1.00e-12  0.000    19 [   49s]
bimolecular          elm_silicon_c48     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [   50s]
bimolecular          elm_silicon_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [   50s]
bimolecular          elm0_ideal_c8       0.1052    0.2141   0.258  0.00  5.62e-07  0.000     5 [   50s]
bimolecular          elm0_ideal_c18      0.0649    0.1111   0.671  0.00  3.16e-07  0.000     7 [   51s]
bimolecular          elm0_pedestal_c8    0.1379    0.1969   0.096  0.00  5.62e-05  0.000     5 [   51s]
bimolecular          elm0_pedestal_c18    0.0221    0.0518   1.000  0.00  1.00e-05  0.000     7 [   51s]
bimolecular          elmtanh_f18         0.0069    0.0087   1.000  0.00  5.62e-07  0.000    19 [   51s]
bimolecular          elmtanh_f192        0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [   51s]
mm_bisub             elm_ideal_c8        0.4742    0.0898   0.629  0.00  1.78e-06  0.000     9 [   51s]
mm_bisub             elm_ideal_c18       0.3064    0.0570   0.767  0.00  3.16e-10  0.000    19 [   52s]
mm_bisub             elm_ideal_c48       0.1818    0.0257   1.000  0.00  1.00e-12  0.000    49 [   52s]
mm_bisub             elm_ideal_c192      0.1432    0.0242   1.000  0.00  1.00e-12  0.000   193 [   52s]
mm_bisub             elm_pedestal_c8     0.4886    0.0742   0.838  0.00  5.62e-08  0.000     9 [   53s]
mm_bisub             elm_pedestal_c18    0.3058    0.0482   0.812  0.00  1.00e-12  0.000    19 [   53s]
mm_bisub             elm_pedestal_c48    0.1953    0.0365   1.000  0.00  1.00e-12  0.000    49 [   53s]
mm_bisub             elm_pedestal_c192    0.1686    0.0211   1.000  0.00  1.00e-12  0.000   193 [   54s]
mm_bisub             elm_silicon_c8      0.4612    0.1359   0.345  0.00  5.62e-06  0.000     9 [   54s]
mm_bisub             elm_silicon_c18     0.3182    0.0589   0.898  0.00  1.00e-11  0.000    19 [   54s]
mm_bisub             elm_silicon_c48     0.1888    0.0375   0.954  0.00  1.00e-12  0.000    49 [   55s]
mm_bisub             elm_silicon_c192    0.1663    0.0208   1.000  0.00  1.00e-12  0.000   193 [   55s]
mm_bisub             elm0_ideal_c8       0.5997    0.1550   0.327  0.00  3.16e-05  0.000     5 [   55s]
mm_bisub             elm0_ideal_c18      0.5341    0.1187   0.247  0.00  3.16e-06  0.000     7 [   55s]
mm_bisub             elm0_pedestal_c8    0.6134    0.1307   0.336  0.00  5.62e-04  0.000     5 [   56s]
mm_bisub             elm0_pedestal_c18    0.5599    0.1285   0.401  0.00  1.00e-05  0.000     7 [   56s]
mm_bisub             elmtanh_f18         0.2957    0.0353   1.000  0.00  1.00e-04  0.000    19 [   56s]
mm_bisub             elmtanh_f192        0.0438    0.0016   1.000  0.00  1.00e-12  0.000   193 [   56s]
gene_repressilator   elm_ideal_c8        0.0764    0.2197   0.069  0.00  1.00e-11  0.000     9 [   59s]
gene_repressilator   elm_ideal_c18       0.0392    0.1492   0.193  0.00  1.00e-12  0.000    19 [   63s]
gene_repressilator   elm_ideal_c48       0.0336    0.1127   0.257  0.00  1.00e-12  0.000    49 [   70s]
gene_repressilator   elm_ideal_c192      0.0274    0.0576   0.851  0.00  1.00e-12  0.000   193 [   89s]
gene_repressilator   elm_pedestal_c8     0.0829    0.1025   0.082  0.00  1.00e-10  0.000     9 [   92s]
gene_repressilator   elm_pedestal_c18    0.0459    0.1876   0.120  0.00  1.00e-12  0.000    19 [   96s]
gene_repressilator   elm_pedestal_c48    0.0389    0.1435   0.172  0.00  1.00e-12  0.000    49 [  107s]
gene_repressilator   elm_pedestal_c192    0.0803    0.0599   0.898  0.00  1.00e-12  0.000   193 [  134s]
gene_repressilator   elm_silicon_c8      0.0739    0.1099   0.092  0.00  1.78e-12  0.000     9 [  138s]
gene_repressilator   elm_silicon_c18     0.0470    0.1983   0.115  0.00  1.00e-12  0.000    19 [  143s]
gene_repressilator   elm_silicon_c48     0.0373    0.1141   0.180  0.00  1.00e-12  0.000    49 [  170s]
gene_repressilator   elm_silicon_c192    0.0301    0.0537   0.472  0.00  1.00e-12  0.000   193 [  210s]
gene_repressilator   elm0_ideal_c8       0.1538    0.6236   0.017  0.00  1.78e-07  0.000     5 [  213s]
gene_repressilator   elm0_ideal_c18      0.1223    0.4459   0.058  0.00  1.00e-10  0.000     7 [  217s]
gene_repressilator   elm0_pedestal_c8    0.2233    0.8352   0.008  0.00  3.16e-04  0.000     5 [  220s]
